comment,replies,date,user_name,cleaned_comment,sentiment
Местр   бист   дае  денг,"[{'username': '@FmiZex-f5f', 'comment': 'Шас', 'date': '2024-12-05T11:29:08Z'}]",2024-12-05T11:29:08Z,@UmarusmonSaidshoev457,Местр бист дае денг,"[{'label': 'neutral', 'score': 0.9964117407798767}]"
khalid should win 100000000000000000000🤣,[],2024-12-05T11:28:38Z,@MadScientist_code,khalid should win 100000000000000000000,"[{'label': 'neutral', 'score': 0.9530600905418396}]"
❤❤❤❤❤,[],2024-12-05T11:27:14Z,@anameliadomingos3871,,"[{'label': 'Neutral', 'score': 1.0}]"
"I want to meet CR7 
He is the best player",[],2024-12-05T11:27:00Z,@ronelleloubser8773,I want to meet CR7 He is the best player,"[{'label': 'admiration', 'score': 0.9988941550254822}]"
Is there anyone who speaks Arabic?,[],2024-12-05T11:26:19Z,@AbdElFattahPesou,Is there anyone who speaks Arabic,"[{'label': 'neutral', 'score': 0.9957754015922546}]"
Ronaldo,[],2024-12-05T11:26:14Z,@Adityagaming11117,Ronaldo,"[{'label': 'love', 'score': 0.6128832697868347}]"
Türk var mı,[],2024-12-05T11:26:07Z,@BedirhanGunes-lr2pz,Türk var mı,"[{'label': 'neutral', 'score': 0.997082531452179}]"
El mejor es Messi 🙄,[],2024-12-05T11:26:06Z,@MM-jh6ln,El mejor es Messi,"[{'label': 'neutral', 'score': 0.9999346733093262}]"
mr beast is handsome,[],2024-12-05T11:26:01Z,@teakoplak,mr beast is handsome,"[{'label': 'admiration', 'score': 0.9987630844116211}]"
짭날두 미친,[],2024-12-05T11:25:53Z,@유나-c8g,짭날두 미친,"[{'label': 'neutral', 'score': 0.9983298182487488}]"
😮😮😮,[],2024-12-05T11:25:49Z,@princerohit3363,,"[{'label': 'Neutral', 'score': 1.0}]"
That thumbnail is sooo goood.,[],2024-12-05T11:25:24Z,@Bel-w3v,That thumbnail is sooo goood,"[{'label': 'happiness', 'score': 0.6283211708068848}]"
Ronando thật à ae,[],2024-12-05T11:25:10Z,@quyendao6651,Ronando thật à ae,"[{'label': 'empty', 'score': 0.43342041969299316}]"
"Never knew i can watch it in Hindi, damn.",[],2024-12-05T11:24:46Z,@pvm8914,Never knew i can watch it in Hindi damn,"[{'label': 'surprise', 'score': 0.9697347283363342}]"
Çok ama çok iyiydi beeee!!!!!,[],2024-12-05T11:23:30Z,@serkan7487,Çok ama çok iyiydi beeee,"[{'label': 'fun', 'score': 0.9027130603790283}]"
wow,[],2024-12-05T11:23:21Z,@누구게-x2h,wow,"[{'label': 'excitement', 'score': 0.999911904335022}]"
well.. finally this is next lvl shit,[],2024-12-05T11:22:27Z,@MartinsD12,well finally this is next lvl shit,"[{'label': 'excitement', 'score': 0.9343510270118713}]"
Love you Ronaldo ❤,[],2024-12-05T11:22:09Z,@zamoranibaloch-pd5gi,Love you Ronaldo,"[{'label': 'love', 'score': 0.9998158812522888}]"
Itu sengaja Ronaldo coba kalo serius kena lima limanya,[],2024-12-05T11:21:52Z,@NoviNovii-x3b,Itu sengaja Ronaldo coba kalo serius kena lima limanya,"[{'label': 'neutral', 'score': 0.9977262616157532}]"
THE TWO GOATS OF YOUTUBE!,[],2024-12-05T11:20:39Z,@MeiaPablo,THE TWO GOATS OF YOUTUBE,"[{'label': 'neutral', 'score': 0.999950647354126}]"
ai vn k ?,[],2024-12-05T11:20:37Z,@thảotrần-b6g,ai vn k,"[{'label': 'neutral', 'score': 0.9468052387237549}]"
🎉MrBeast vs Rolando 🎉❤❤,[],2024-12-05T11:19:56Z,@funisticZone,MrBeast vs Rolando,"[{'label': 'neutral', 'score': 0.9998785257339478}]"
El mejor del mundo es la 🐐 messi,[],2024-12-05T11:19:13Z,@NeomarlySalas,El mejor del mundo es la messi,"[{'label': 'neutral', 'score': 0.9999672174453735}]"
Игра Роналду была просто потрясающая. Если вы понимаете о чём я...,[],2024-12-05T11:19:06Z,@denissav1033,Игра Роналду была просто потрясающая Если вы понимаете о чём я,"[{'label': 'neutral', 'score': 0.9899740219116211}]"
Вау,[],2024-12-05T11:18:56Z,@ShohruzOmonkulov,Вау,"[{'label': 'neutral', 'score': 0.9977536797523499}]"
Ronaldo is the biggest person in the world with a pure heart ❤️ 🐐,[],2024-12-05T11:18:35Z,@MygaOfficial,Ronaldo is the biggest person in the world with a pure heart,"[{'label': 'love', 'score': 0.9980873465538025}]"
I like it this way!!,[],2024-12-05T11:18:21Z,@쿠키씌,I like it this way,"[{'label': 'love', 'score': 0.9991888403892517}]"
"Hello Mr Beast I'm from Phillipines and I hope I can be one of you contestant to play in your games because I want to win some money and pay our debt 500,000ph
Pleas Mr Beast I hope I can play there 😢😢😢",[],2024-12-05T11:17:56Z,@AchilliesAquino,Hello Mr Beast Im from Phillipines and I hope I can be one of you contestant to play in your games because I want to win some money and pay our debt 500000ph Pleas Mr Beast I hope I can play there,"[{'label': 'sense_of_belonging', 'score': 0.5570476055145264}]"
Both legends❤,[],2024-12-05T11:17:45Z,@Idkdkkd,Both legends,"[{'label': 'neutral', 'score': 0.9935605525970459}]"
😂😂😂😂🤓🫢,[],2024-12-05T11:17:39Z,@hojaifa786,,"[{'label': 'Neutral', 'score': 1.0}]"
yinede ronaldoyu seviyoruz,[],2024-12-05T11:17:02Z,@teymengunes,yinede ronaldoyu seviyoruz,"[{'label': 'neutral', 'score': 0.9720615148544312}]"
مين بيتابعه من مصر زيي ؟ 😂😂,[],2024-12-05T11:17:02Z,@shadentbah,مين بيتابعه من مصر زيي,"[{'label': 'neutral', 'score': 0.9917723536491394}]"
"After watching this video, my respect for speed has increased. He beat the Olympic gold medal winner.",[],2024-12-05T11:15:16Z,@extremegamer9459,After watching this video my respect for speed has increased He beat the Olympic gold medal winner,"[{'label': 'joy', 'score': 0.7942595481872559}]"
Круто,[],2024-12-05T11:14:48Z,@AmadiAmanalieva,Круто,"[{'label': 'neutral', 'score': 0.9997671246528625}]"
Khalid ödülü kazansın diye bilerek kaybeden adamın dibi RONALDO,[],2024-12-05T11:14:48Z,@PeseGelPatch,Khalid ödülü kazansın diye bilerek kaybeden adamın dibi RONALDO,"[{'label': 'neutral', 'score': 0.9999270439147949}]"
21:48 is a cute moment,[],2024-12-05T11:14:14Z,@saikisleftlimiter,2148 is a cute moment,"[{'label': 'happiness', 'score': 0.7738004922866821}]"
Super exciting.,[],2024-12-05T11:13:08Z,@itsMohak,Super exciting,"[{'label': 'excitement', 'score': 0.9900184869766235}]"
Who IS the goat 🤭 now beastie,[],2024-12-05T11:13:03Z,@justafunnychannel4936,Who IS the goat now beastie,"[{'label': 'curiosity', 'score': 0.6555006504058838}]"
Nice 🇧🇩🇧🇩🇧🇩,[],2024-12-05T11:12:27Z,@GiasVai-ll4gw,Nice,"[{'label': 'admiration', 'score': 0.9999700784683228}]"
Love from asia❤❤🎉,[],2024-12-05T11:12:26Z,@Sanish0008,Love from asia,"[{'label': 'love', 'score': 0.9164177775382996}]"
runaldo,[],2024-12-05T11:11:48Z,@azazalgulhy1929,runaldo,"[{'label': 'neutral', 'score': 0.714408278465271}]"
Mesiiii iiiiiiii iiiiiiii i,"[{'username': '@Trickytrolling', 'comment': 'It’s Messi 🤦', 'date': '2024-12-05T11:11:10Z'}]",2024-12-05T11:11:10Z,@kglorita,Mesiiii iiiiiiii iiiiiiii i,"[{'label': 'realization', 'score': 0.3185630142688751}]"
ok,[],2024-12-05T11:10:37Z,@Parveena-i3e,ok,"[{'label': 'neutral', 'score': 0.9191978573799133}]"
Love from Bangladesh ❤❤❤❤❤❤,[],2024-12-05T11:09:44Z,@rakibulHasan-d9l,Love from Bangladesh,"[{'label': 'love', 'score': 0.9992524981498718}]"
im subscribed to both,[],2024-12-05T11:09:43Z,@ripita-k7e,im subscribed to both,"[{'label': 'approval', 'score': 0.911981463432312}]"
2:53 It's a pity special...,[],2024-12-05T11:08:55Z,@Татьяна-к3ф3з,253 Its a pity special,"[{'label': 'worry', 'score': 0.4800836443901062}]"
Make alis and boderland,[],2024-12-05T11:08:46Z,@SumiyaKhatun-b5k,Make alis and boderland,"[{'label': 'neutral', 'score': 0.9820404052734375}]"
Messi the goat 🐐,[],2024-12-05T11:08:43Z,@OluwatobiGreat-wj6wj,Messi the goat,"[{'label': 'curiosity', 'score': 0.9117040634155273}]"
Bro didn't afford Virat kohli 😂,[],2024-12-05T11:08:39Z,@Its.Assassin_NS,Bro didnt afford Virat kohli,"[{'label': 'disapproval', 'score': 0.9930978417396545}]"
The suuii was crazy 😂😂,[],2024-12-05T11:08:33Z,@tetsavagekingtheblack,The suuii was crazy,"[{'label': 'amusement', 'score': 0.9289438128471375}]"
MESSI ES MEJOR,[],2024-12-05T11:08:32Z,@EmiliaProo,MESSI ES MEJOR,"[{'label': 'neutral', 'score': 0.9995866417884827}]"
4:56 absolute cinema,[],2024-12-05T11:08:27Z,@anupama9429,456 absolute cinema,"[{'label': 'neutral', 'score': 0.31797918677330017}]"
❤❤❤❤,[],2024-12-05T11:08:03Z,@VeerendraBhadouria,,"[{'label': 'Neutral', 'score': 1.0}]"
😮😮😮😮😮😮😮,[],2024-12-05T11:06:07Z,@OmarSamer-qt6dd,,"[{'label': 'Neutral', 'score': 1.0}]"
Beast & c* Ronaldo make plane after this soccer chalenge..💀,[],2024-12-05T11:05:07Z,@anandpatel4460,Beast c Ronaldo make plane after this soccer chalenge,"[{'label': 'happiness', 'score': 0.9998792409896851}]"
Donate money in Mumbai in each and every home.(100 Dollars).if you have Courage.,[],2024-12-05T11:04:24Z,@laukikprakashshindeyoutube5054,Donate money in Mumbai in each and every home100 Dollarsif you have Courage,"[{'label': 'sense_of_belonging', 'score': 0.5597833395004272}]"
مستر بيست معفن😂😂😂😂😂,[],2024-12-05T11:04:16Z,@YAMAN_MOAMMAD,مستر بيست معفن,"[{'label': 'neutral', 'score': 0.9950851798057556}]"
"Hello Mr beast,I really want to taste your feastable bars but I can't because I am in a different country called Botswana in Africa and I really want to taste them",[],2024-12-05T11:03:40Z,@BenjaminNgoni,Hello Mr beastI really want to taste your feastable bars but I cant because I am in a different country called Botswana in Africa and I really want to taste them,"[{'label': 'neutral', 'score': 0.3646526038646698}]"
The real sportsmanship,[],2024-12-05T11:03:25Z,@UCHIHAKHEJAY,The real sportsmanship,"[{'label': 'admiration', 'score': 0.9997839331626892}]"
Ronaldo missed on purpose so that khalid can get the money,[],2024-12-05T11:03:16Z,@jobinjohn8990,Ronaldo missed on purpose so that khalid can get the money,"[{'label': 'neutral', 'score': 0.6094629764556885}]"
Ronaldo sırf rakibi kazansın diye yenildi. Ona destek olmak için. Çok kibar biri ❤,[],2024-12-05T11:03:12Z,@isiknurcinar,Ronaldo sırf rakibi kazansın diye yenildi Ona destek olmak için Çok kibar biri,"[{'label': 'neutral', 'score': 0.9998971223831177}]"
naruto,[],2024-12-05T11:02:41Z,@brysjhhrhl,naruto,"[{'label': 'neutral', 'score': 0.9994722008705139}]"
ronaldo garbage lol,[],2024-12-05T11:02:37Z,@bungames3597,ronaldo garbage lol,"[{'label': 'amusement', 'score': 0.5921844840049744}]"
guys who likes mr beast?,[],2024-12-05T11:02:03Z,@ClareBancroft-i4b,guys who likes mr beast,"[{'label': 'love', 'score': 0.9958055019378662}]"
I am waiting to see the video of December 19 ❤,[],2024-12-05T11:02:01Z,@faofficial69,I am waiting to see the video of December 19,"[{'label': 'neutral', 'score': 0.9997208714485168}]"
Mr beast I'm your big fan 🤩,[],2024-12-05T11:01:40Z,@AlainaIslam-i6m,Mr beast Im your big fan,"[{'label': 'love', 'score': 0.5512104630470276}]"
😮😮😮😮,[],2024-12-05T11:01:23Z,@mrs2kgamer2.0,,"[{'label': 'Neutral', 'score': 1.0}]"
Am I the one who is watching this on Hindi voice ???,[],2024-12-05T11:00:03Z,@Ayoo-oy7zy,Am I the one who is watching this on Hindi voice,"[{'label': 'neutral', 'score': 0.9558771848678589}]"
"I feel like with the race with Speed, he had less prep time and he randomly got called while the other guy knew",[],2024-12-05T11:00:01Z,@malikasaray,I feel like with the race with Speed he had less prep time and he randomly got called while the other guy knew,"[{'label': 'joy', 'score': 0.9918779134750366}]"
It seems I can beat the fastest person in the world 😒,[],2024-12-05T10:59:47Z,@BB5tt5t5t5t5,It seems I can beat the fastest person in the world,"[{'label': 'neutral', 'score': 0.9974979758262634}]"
i love CR7,[],2024-12-05T10:59:18Z,@DEvTrUSt.7,i love CR7,"[{'label': 'love', 'score': 0.9998202919960022}]"
اريد نبر جيني,[],2024-12-05T10:59:09Z,@عبدالجبارالمليكي-ض7ص,اريد نبر جيني,"[{'label': 'neutral', 'score': 0.9953254461288452}]"
Mr beast I like this video am a fan if yours and one day I would wish that I would be one of your videos to win because I really need it for the house and everything to help mom,[],2024-12-05T10:58:53Z,@dikeledikoitheng9366,Mr beast I like this video am a fan if yours and one day I would wish that I would be one of your videos to win because I really need it for the house and everything to help mom,"[{'label': 'love', 'score': 0.999423623085022}]"
Как она говорит по-русски,[],2024-12-05T10:58:49Z,@Amirmolodec074,Как она говорит порусски,"[{'label': 'neutral', 'score': 0.9996904134750366}]"
Siuuuuuuu❤❤❤🎉,[],2024-12-05T10:58:33Z,@vieweryoutube-YTB,Siuuuuuuu,"[{'label': 'amusement', 'score': 0.9835082292556763}]"
Misterbest kamu cinta Palestina gak🥺🥺🥺🥺🥺,[],2024-12-05T10:58:31Z,@AdzkaSholeh,Misterbest kamu cinta Palestina gak,"[{'label': 'neutral', 'score': 0.9213427901268005}]"
I wish jonah would have won and mrbeast toxic fr,[],2024-12-05T10:58:21Z,@tirthdesai2452,I wish jonah would have won and mrbeast toxic fr,"[{'label': 'sadness', 'score': 0.9845049381256104}]"
"The greatest football player to ever play the sport is Messi, not CR7 !",[],2024-12-05T10:58:16Z,@Elitz66,The greatest football player to ever play the sport is Messi not CR7,"[{'label': 'neutral', 'score': 0.9951287508010864}]"
Ha,[],2024-12-05T10:57:22Z,@HungPham-h8r,Ha,"[{'label': 'neutral', 'score': 0.9987123012542725}]"
Si era messi no tenia chance,[],2024-12-05T10:54:53Z,@Seidan247,Si era messi no tenia chance,"[{'label': 'neutral', 'score': 0.9504026174545288}]"
❤❤❤❤,[],2024-12-05T10:54:51Z,@alone_bittu_07,,"[{'label': 'Neutral', 'score': 1.0}]"
Messi is better than ronaldo,[],2024-12-05T10:54:21Z,@gerberpale2005,Messi is better than ronaldo,"[{'label': 'neutral', 'score': 0.9994301199913025}]"
Ronaldo lost intentionally......,[],2024-12-05T10:54:21Z,@SavageMunde,Ronaldo lost intentionally,"[{'label': 'neutral', 'score': 0.9998724460601807}]"
Ronaldo was chill there,[],2024-12-05T10:54:13Z,@KamalaGurung-z3c,Ronaldo was chill there,"[{'label': 'happiness', 'score': 0.9995424747467041}]"
"Cr7 and khalid are amazing.
Khalid's confidence is bindblowing","[{'username': '@tggchat', 'comment': 'Khalid?', 'date': '2024-12-05T10:54:06Z'}, {'username': '@tomascech6772', 'comment': 'Khalid a the most classic bindblower.', 'date': '2024-12-05T10:54:06Z'}]",2024-12-05T10:54:06Z,@TahaTarar-gd1hj,Cr7 and khalid are amazing Khalids confidence is bindblowing,"[{'label': 'admiration', 'score': 0.4717123508453369}]"
اول,[],2024-12-05T10:54:02Z,@احمد_كيمنك_39,اول,"[{'label': 'neutral', 'score': 0.9019616842269897}]"
Mr.beast 😔💔 I want tooo meet you..... please,[],2024-12-05T10:53:29Z,@habibaeva-kl9hl,Mrbeast I want tooo meet you please,"[{'label': 'neutral', 'score': 0.9992853999137878}]"
mr beast i am speaking  from bangladesh i am your big fan plz let us play your game so we can win many prizes i cant follow or message you on instagram because i don't have a good phone ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤🎉🎉🎉,[],2024-12-05T10:53:09Z,@BDgaming-di1tk,mr beast i am speaking from bangladesh i am your big fan plz let us play your game so we can win many prizes i cant follow or message you on instagram because i dont have a good phone,"[{'label': 'sadness', 'score': 0.9055880308151245}]"
RonaldOOOOOooooooooooooooo!!! 🤩🤩🤩🤩🤩🤩🤩🤩🤩🌟🌟🌟✨✨✨,[],2024-12-05T10:52:16Z,@JamilahDipantar,RonaldOOOOOooooooooooooooo,"[{'label': 'neutral', 'score': 0.6108604073524475}]"
big justice crying almost made me cry,[],2024-12-05T10:51:49Z,@graysondavies5331,big justice crying almost made me cry,"[{'label': 'sadness', 'score': 0.9928914308547974}]"
WE BRING THE BOOOOOM,[],2024-12-05T10:51:21Z,@theholygummy7570,WE BRING THE BOOOOOM,"[{'label': 'excitement', 'score': 0.9836380481719971}]"
😮😮😮😂😂 iyatah itu Ronaldo yang asli,[],2024-12-05T10:50:52Z,@AlimudinAja,iyatah itu Ronaldo yang asli,"[{'label': 'neutral', 'score': 0.9984365105628967}]"
Best video of the year From mrbeast MY Boy ngl,[],2024-12-05T10:50:48Z,@reeseindac4626,Best video of the year From mrbeast MY Boy ngl,"[{'label': 'love', 'score': 0.9123803377151489}]"
❤️❤️,[],2024-12-05T10:50:16Z,@isrk997,,"[{'label': 'Neutral', 'score': 1.0}]"
CR7❤,[],2024-12-05T10:50:14Z,@YtgamerAV,CR7,"[{'label': 'neutral', 'score': 0.9973560571670532}]"
Mrbeast who is  your  Bangla voice artist,[],2024-12-05T10:50:13Z,@sadmanbinjahid5054,Mrbeast who is your Bangla voice artist,"[{'label': 'neutral', 'score': 0.950187087059021}]"
Míň100000000000000000000000,[],2024-12-05T10:49:24Z,@ArthurPham-o8o,Míň100000000000000000000000,"[{'label': 'happiness', 'score': 0.7267975807189941}]"
Einfach deutsch,[],2024-12-05T10:48:56Z,@claims2401,Einfach deutsch,"[{'label': 'neutral', 'score': 0.9983513355255127}]"
इसका इसका बाप हैउसैन बोल्ट,[],2024-12-05T10:46:53Z,@skibrahimrabbani2270,इसक इसक बप हउसन बलट,"[{'label': 'neutral', 'score': 0.9992526173591614}]"
I will gave my Mr Beast. I’m a Scottish lad living in Japan. I’m afraid of heights. Everything I will give to the orphans from the Fukushima earthquake.,[],2024-12-05T10:43:25Z,@osullivanmark278,I will gave my Mr Beast Im a Scottish lad living in Japan Im afraid of heights Everything I will give to the orphans from the Fukushima earthquake,"[{'label': 'fear', 'score': 0.7251787185668945}]"
সবাই কেমন আছেন,[],2024-12-05T10:43:21Z,@আল্লাহরউপরভরসা-ত৮ছ,সবই কমন আছন,"[{'label': 'neutral', 'score': 0.9995552897453308}]"
3-0 with ronaldo is unreal,[],2024-12-05T10:43:19Z,@cutieeleqtle,30 with ronaldo is unreal,"[{'label': 'love', 'score': 0.7774365544319153}]"
как он победил мистер биста?,[],2024-12-05T10:42:17Z,@IsaGaraiev,как он победил мистер биста,"[{'label': 'neutral', 'score': 0.9996283054351807}]"
Tomorrow looked so surprised 😂,[],2024-12-05T10:41:56Z,@Sctfordarkness2012,Tomorrow looked so surprised,"[{'label': 'surprise', 'score': 0.9996767044067383}]"
Ronaldo et the goat,[],2024-12-05T10:40:59Z,@AkssilOuaissa,Ronaldo et the goat,"[{'label': 'neutral', 'score': 0.5370368957519531}]"
My idolo,[],2024-12-05T10:40:56Z,@RiSEツ-x,My idolo,"[{'label': 'neutral', 'score': 0.991407036781311}]"
You deserve all the subs you got!,[],2024-12-05T10:40:36Z,@revivaloflegendaryboi1478,You deserve all the subs you got,"[{'label': 'neutral', 'score': 0.9994325041770935}]"
☠️☠️😑⚽️🇵🇹,[],2024-12-05T10:40:22Z,@mdfaizsheikh802,,"[{'label': 'Neutral', 'score': 1.0}]"
Looking forward someone beating Verstappen in his field.,[],2024-12-05T10:39:13Z,@cutxroat5334,Looking forward someone beating Verstappen in his field,"[{'label': 'neutral', 'score': 0.9999275207519531}]"
Nah wild respect for that big justice😅he beat the greatest baseball player😮,[],2024-12-05T10:38:25Z,@Ilovemycat45,Nah wild respect for that big justicehe beat the greatest baseball player,"[{'label': 'neutral', 'score': 0.9789080023765564}]"
Caraca mister Beach você seu vídeo é muito legal tem cada YouTube,[],2024-12-05T10:37:31Z,@ClaudioSodre-fi2xy,Caraca mister Beach você seu vídeo é muito legal tem cada YouTube,"[{'label': 'neutral', 'score': 0.9983550906181335}]"
"I like Mr Beast videos . 
Who like 👇👇",[],2024-12-05T10:37:22Z,@ObaydurrahmanSahadat,I like Mr Beast videos Who like,"[{'label': 'love', 'score': 0.999812662601471}]"
Zazour,[],2024-12-05T10:37:13Z,@SengDara-m8p,Zazour,"[{'label': 'neutral', 'score': 0.486372172832489}]"
Is it gonna be on yt i don't have prime videos???,[],2024-12-05T10:36:57Z,@ThatonegirlTuana12,Is it gonna be on yt i dont have prime videos,"[{'label': 'neutral', 'score': 0.9724441766738892}]"
❤❤❤❤❤,[],2024-12-05T10:36:50Z,@raiderprobir1048,,"[{'label': 'Neutral', 'score': 1.0}]"
Messi beatin him 3-0,[],2024-12-05T10:36:06Z,@nathanlee7399,Messi beatin him 30,"[{'label': 'neutral', 'score': 0.948418378829956}]"
Hey Mr beast I always see you drink Fiji water.How about you come visit Fiji.pliz,[],2024-12-05T10:35:48Z,@AnasaNatoni,Hey Mr beast I always see you drink Fiji waterHow about you come visit Fijipliz,"[{'label': 'neutral', 'score': 0.999940037727356}]"
"What a beast, I love you so much. Can you come to Istanbul and shoot a video with me?🥺",[],2024-12-05T10:35:48Z,@Ayaz-b1h,What a beast I love you so much Can you come to Istanbul and shoot a video with me,"[{'label': 'love', 'score': 0.9998067021369934}]"
参加したい😢,[],2024-12-05T10:35:06Z,@natu4321,参加したい,"[{'label': 'neutral', 'score': 0.9825121164321899}]"
just got goosebump when i see Ronaldo,[],2024-12-05T10:34:58Z,@Rahool701,just got goosebump when i see Ronaldo,"[{'label': 'surprise', 'score': 0.7195027470588684}]"
wow,[],2024-12-05T10:33:58Z,@jahangiralom01580,wow,"[{'label': 'excitement', 'score': 0.999911904335022}]"
Only Ronaldo❤,[],2024-12-05T10:33:27Z,@adnanumrani9841,Only Ronaldo,"[{'label': 'love', 'score': 0.6556335687637329}]"
Bro his dad looks like Kurt Angle,[],2024-12-05T10:33:16Z,@historylearner8057,Bro his dad looks like Kurt Angle,"[{'label': 'neutral', 'score': 0.9999407529830933}]"
Made the right person famous 🙏,[],2024-12-05T10:33:00Z,@CircleGyorkos,Made the right person famous,"[{'label': 'neutral', 'score': 0.9998764991760254}]"
Você é minha inspiração mrbeast assistindo de Moçambique africa espero um dia avistar com contigo,[],2024-12-05T10:32:49Z,@ÁFRICASOCIAL-t9h,Você é minha inspiração mrbeast assistindo de Moçambique africa espero um dia avistar com contigo,"[{'label': 'empty', 'score': 0.790321409702301}]"
"انا بصراحه احب رونالدو اكثر 
❤❤❤❤❤❤❤❤❤",[],2024-12-05T10:32:47Z,@AzdinHim,انا بصراحه احب رونالدو اكثر,"[{'label': 'neutral', 'score': 0.9990966320037842}]"
Can I participate?,[],2024-12-05T10:32:37Z,@Serinesaadi120,Can I participate,"[{'label': 'curiosity', 'score': 0.9878290891647339}]"
"SPEED: That was a tie 

HIM: Then why is the tape on me

SPEED: Because you sticky, you sweating",[],2024-12-05T10:32:14Z,@Undergroundofficialmusic,SPEED That was a tie HIM Then why is the tape on me SPEED Because you sticky you sweating,"[{'label': 'confusion', 'score': 0.8343112468719482}]"
I'm guessing Messi was busy 🤭,[],2024-12-05T10:32:08Z,@TheRealZenMaster,Im guessing Messi was busy,"[{'label': 'neutral', 'score': 0.9995836615562439}]"
Cr7❤❤,[],2024-12-05T10:31:36Z,@ImranHossen-r3k,Cr7,"[{'label': 'neutral', 'score': 0.9973560571670532}]"
Ronaldo mengalah,[],2024-12-05T10:30:49Z,@muhammadfaiqsadaad3026,Ronaldo mengalah,"[{'label': 'neutral', 'score': 0.8957621455192566}]"
MrBeast contactame quiero participar de tus aventuras.,[],2024-12-05T10:30:15Z,@omargonzalez7174,MrBeast contactame quiero participar de tus aventuras,"[{'label': 'neutral', 'score': 0.9991231560707092}]"
Crazy crazy crazy crazy crazy crazy crazy crazy,[],2024-12-05T10:30:11Z,@ArhamAli-u6o,Crazy crazy crazy crazy crazy crazy crazy crazy,"[{'label': 'love', 'score': 0.4856466054916382}]"
"Agar bhai 
 old Ronaldo",[],2024-12-05T10:30:11Z,@artisingh3055,Agar bhai old Ronaldo,"[{'label': 'neutral', 'score': 0.99302738904953}]"
Good video nice,[],2024-12-05T10:29:20Z,@HajiMKhan-ff4fz,Good video nice,"[{'label': 'admiration', 'score': 0.9999473094940186}]"
يا رونالدو يا طبل,[],2024-12-05T10:28:47Z,@m2n744,يا رونالدو يا طبل,"[{'label': 'neutral', 'score': 0.9985538125038147}]"
Hi🇧🇩❤️,[],2024-12-05T10:28:15Z,@MdRedwan-fi6yk,Hi,"[{'label': 'neutral', 'score': 0.9999302625656128}]"
Mrbeast tum mujhe vr do ge sath me  ps5 please 😢😢😢😢😢😢😢😢😢😢,[],2024-12-05T10:27:51Z,@motivationalquotes56767,Mrbeast tum mujhe vr do ge sath me ps5 please,"[{'label': 'neutral', 'score': 0.9865180850028992}]"
greatest football player? where’s messi?,[],2024-12-05T10:26:33Z,@liamwxyz3114,greatest football player wheres messi,"[{'label': 'admiration', 'score': 0.7521244287490845}]"
110M in just 4 days is crazyy,[],2024-12-05T10:26:19Z,@Puerto_banus,110M in just 4 days is crazyy,"[{'label': 'happiness', 'score': 0.6394109129905701}]"
Plss Ronaldo and iswhospeed,[],2024-12-05T10:26:13Z,@NurRisqi-dt4wh,Plss Ronaldo and iswhospeed,"[{'label': 'love', 'score': 0.9560146331787109}]"
O kadar hijyenli ve temiz ki orada kalmak isterdim,[],2024-12-05T10:25:44Z,@EnesElcik,O kadar hijyenli ve temiz ki orada kalmak isterdim,"[{'label': 'neutral', 'score': 0.9999380111694336}]"
lzre3y,[],2024-12-05T10:24:53Z,@A__S__Comedy-r1i,lzre3y,"[{'label': 'amusement', 'score': 0.7807976603507996}]"
Um vídeo com o Messi,[],2024-12-05T10:24:33Z,@myllyguess22,Um vídeo com o Messi,"[{'label': 'neutral', 'score': 0.9999175071716309}]"
where is the rizzler ?,[],2024-12-05T10:24:30Z,@Xyyynzsibontot,where is the rizzler,"[{'label': 'curiosity', 'score': 0.998938262462616}]"
We need basketball too!!,[],2024-12-05T10:24:08Z,@raymanite,We need basketball too,"[{'label': 'neutral', 'score': 0.9955572485923767}]"
Mr beast I am your big fan also I like your every video I am from India,[],2024-12-05T10:23:51Z,@AAC_GAMING_1m,Mr beast I am your big fan also I like your every video I am from India,"[{'label': 'love', 'score': 0.9996789693832397}]"
التعليق العربي الوحيد,[],2024-12-05T10:23:27Z,@MossaabIbrahimSadek,التعليق العربي الوحيد,"[{'label': 'neutral', 'score': 0.9256114363670349}]"
Тут на русском,[],2024-12-05T10:22:36Z,@Andrew18k-u3i,Тут на русском,"[{'label': 'neutral', 'score': 0.9997290968894958}]"
Mr Beast я очень очень люблю твои ролики они супер бомбичечкий когда ты мни приложишь к себе на шоу я все твои ролики пересмотрел миллион раз,[],2024-12-05T10:21:42Z,@БекШух,Mr Beast я очень очень люблю твои ролики они супер бомбичечкий когда ты мни приложишь к себе на шоу я все твои ролики пересмотрел миллион раз,"[{'label': 'neutral', 'score': 0.9991855025291443}]"
"Надо было действительно талантливого футболиста звать, Лионеля",[],2024-12-05T10:20:52Z,@mutafen,Надо было действительно талантливого футболиста звать Лионеля,"[{'label': 'neutral', 'score': 0.9942453503608704}]"
Зачётно!,[],2024-12-05T10:20:33Z,@SKS51087,Зачётно,"[{'label': 'neutral', 'score': 0.9890730977058411}]"
